ClaimIdentifier,Claim Type,Insured ID  Number,Patient_LastName,Patient_FirstName,Patient_MI,Patient_DOB,Patient_Sex,Insureds_LastName,Insureds_FirstName,Insureds_MI,Patient_Address1,Patient_Address2,Patient_City,Patient_State,Patient_Zip,Patient_Phone,Patient_RelationshipToInsured,Insureds_Address1,Insureds_Address2,Insureds_City,Insureds_State,Insureds_Zip,Insureds_Phone,Patient_Status_Marriage,Patient_Status_Employment,Patient_ConditionRelatedTo_Employment,Patient_ConditionRelatedTo_AutoAccident,Patient_ConditionRelatedTo_OtherAccident,Date_Of_Current,First_Date_Of_Illness,Provider_Referring_Name,Provider_Referring_NPI,DiagnosisCode1,DiagnosisCode2,DiagnosisCode3,DiagnosisCode4,CLM_1_From_Date,CLM_1_To_Date,CLM_1_PlaceOfService,CLM_1_CPT,CLM_1_CPT_Mod1,CLM_1_CPT_Mod2,CLM_1_CPT_Mod3,CLM_1_CPT_Mod4,CLM_1_CPT_DiagnosisPointer,CLM_1_CPT_Charges,CLM_1_CPT_DaysOrUnits,CLM_1_NPI,CLM_2_From_Date,CLM_2_To_Date,CLM_2_PlaceOfService,CLM_2_CPT,CLM_2_CPT_Mod1,CLM_2_CPT_Mod2,CLM_2_CPT_Mod3,CLM_2_CPT_Mod4,CLM_2_CPT_DiagnosisPointer,CLM_2_CPT_Charges,CLM_2_CPT_DaysOrUnits,CLM_2_NPI,CLM_3_From_Date,CLM_3_To_Date,CLM_3_PlaceOfService,CLM_3_CPT,CLM_3_CPT_Mod1,CLM_3_CPT_Mod2,CLM_3_CPT_Mod3,CLM_3_CPT_Mod4,CLM_3_CPT_DiagnosisPointer,CLM_3_CPT_Charges,CLM_3_CPT_DaysOrUnits,CLM_3_NPI,CLM_4_From_Date,CLM_4_To_Date,CLM_4_PlaceOfService,CLM_4_CPT,CLM_4_CPT_Mod1,CLM_4_CPT_Mod2,CLM_4_CPT_Mod3,CLM_4_CPT_Mod4,CLM_4_CPT_DiagnosisPointer,CLM_4_CPT_Charges,CLM_4_CPT_DaysOrUnits,CLM_4_NPI,CLM_5_From_Date,CLM_5_To_Date,CLM_5_PlaceOfService,CLM_5_CPT,CLM_5_CPT_Mod1,CLM_5_CPT_Mod2,CLM_5_CPT_Mod3,CLM_5_CPT_Mod4,CLM_5_CPT_DiagnosisPointer,CLM_5_CPT_Charges,CLM_5_CPT_DaysOrUnits,CLM_5_NPI,CLM_6_From_Date,CLM_6_To_Date,CLM_6_PlaceOfService,CLM_6_CPT,CLM_6_CPT_Mod1,CLM_6_CPT_Mod2,CLM_6_CPT_Mod3,CLM_6_CPT_Mod4,CLM_6_CPT_DiagnosisPointer,CLM_6_CPT_Charges,CLM_6_CPT_DaysOrUnits,CLM_6_NPI,FedTaxID,PatientAccountNumber,TotalCharge,AmountPaid,BalanceDue,ServiceFacility,BillingProviderInfo,DataGenesis,DataType
815,MEDICAID,KcbO4pAM845g,Mosten,Emlen, ,1/17/1994,M,Mosten,Emlen, ,304 Granby Street,UNIT 286,Washington,D.C.,20540,202-989-4663,SELF,304 Granby Street,UNIT 286,Washington,D.C.,20540,202-989-4663,OTHER,FULL-TIME STUDENT,NO,NO,NO,11/24/2019,,,,R07.9 ,,,,11/24/2019,11/24/2019,11,99204,,,,,1,1711.35,1,2867882669,11/24/2019,11/24/2019,11,99231,,,,,1,1350.74,1,2777193110,11/24/2019,11/24/2019,21,99350,,,,,1,1063.87,1,2810623947,11/24/2019,11/24/2019,11,99205,,,,,1,649.85,1,2777193110,11/24/2019,11/24/2019,11,99214,,,,,1,1428.71,1,1173953828,11/24/2019,11/24/2019,21,99349,,,,,1,1036.92,1,2536050724,02-8507185,509-27-1900,7241.44,0,7241.44,"6 Elka Circle, Washington D.C., 20054","6 Elka Circle, Washington D.C., 20054",Noisy,Claim
816,MEDICAID,004i3l3Q7M78,Yuill,Brooks, ,11/21/1933,M,Yuill,Brooks, ,45872 Sage Crossing,,Washington,D.C.,20040,202-914-2715,SELF,45872 Sage Crossing,,Washington,D.C.,20040,202-914-2715,SINGLE,FULL-TIME STUDENT,NO,NO,NO,5/28/2018,4/25/2015,Dr. Loella Remington,2536050724,R06.02,M54.5,,,5/28/2018,5/28/2018,21,99395,19,,,,1,663.14,1,1513476213,5/28/2018,5/28/2018,12,99212,7R,,,,1,943.15,1,2951611356,5/28/2018,5/28/2018,21,90471,H2,,,,1,1868.82,1,1327732647,5/28/2018,5/28/2018,2,99203,E4,,,,1,1132.15,1,1513476213,5/28/2018,5/28/2018,11,99233,0R,,,,1,752.64,1,2141027533,5/28/2018,5/28/2018,12,99223,45,,,,1,417.46,1,1214955140,72-0313913,250-64-8372,5777.36,0,5777.36,"56848 Hintze Junction, Washington D.C., 20058","56848 Hintze Junction, Washington D.C., 20058",Noisy,Claim
817,MEDICAID,95516xTl8368,Record,Fairfax, ,2/13/1968,M,Record,Fairfax, ,79 Havey Circle,SUITE 350,Washington,D.C.,20097,202-418-7788,SELF,79 Havey Circle,SUITE 350,Washington,D.C.,20097,202-418-7788,MARRIED,PART-TIME STUDENT,NO,NO,NO,11/15/2018,,,,R11.2,,,C73,11/15/2018,11/15/2018,31,99395,,,,,1,1718.66,1,1528997797,11/15/2018,11/15/2018,2,99215,,,,,1,1874.33,1,2525942599,11/15/2018,11/15/2018,31,99215,,,,,1,1985.13,1,2951611356,11/15/2018,11/15/2018,2,99306,,,,,1,967.24,1,2525942599,11/15/2018,11/15/2018,21,90471,,,,,1,506.26,1,1456122224,11/15/2018,11/15/2018,21,69210,,,,,1,1315.4,1,2141027533,84-2072774,546-50-5424,8367.02,0,8367.02,"710 Mallard Pass, Washington D.C., 20058","710 Mallard Pass, Washington D.C., 20058",Noisy,Claim
818,MEDICAID,4gp776Su36iM,Yuill,Brooks, ,11/21/1933,M,Yuill,Brooks, ,45872 Sage Crossing,,Washington,D.C.,20040,202-953-3395,SELF,45872 Sage Crossing,,Washington,D.C.,20040,202-953-3395,MARRIED,EMPLOYED,NO,YES,NO,7/16/2019,10/1/2017,Urgent Care Medical Associates,1794634850,U07.1,I10,,,7/16/2019,7/16/2019,12,99222,QQ,8M,8V,,1,1355.68,1,2951611356,7/16/2019,7/16/2019,12,99214,M0,LO,23,,1,1664.55,1,2107071811,7/16/2019,7/16/2019,21,69210,4P,X4,SS,,1,1377.91,1,2303217404,7/16/2019,7/16/2019,11,99214,ZD,P4,SS,,1,321.11,1,2951611356,7/16/2019,7/16/2019,31,99205,0N,28,G1,,1,1659.02,1,2525942599,7/16/2019,7/16/2019,21,90688,3Z,3B,WO,,1,658.11,1,1327732647,24-2380207,250-64-8372,7036.38,0,7036.38,"815 South Trail, Washington D.C., 20058","815 South Trail, Washington D.C., 20058",Noisy,Claim
819,MEDICAID,N0uf9800AWw4,Sute,Waylin, ,10/10/1982,M,Sute,Waylin, ,01441 Merrick Junction,SUITE 359,Washington,D.C.,20221,202-879-2005,SELF,01441 Merrick Junction,SUITE 359,Washington,D.C.,20221,202-879-2005,MARRIED,PART-TIME STUDENT,NO,NO,NO,6/6/2019,,,,E78.00,,,,6/6/2019,6/6/2019,2,99215,,,,,1,1359.8,1,1817398960,6/6/2019,6/6/2019,31,99395,,,,,1,1460.92,1,1153393968,6/6/2019,6/6/2019,11,99349,,,,,1,838.45,1,1794634850,6/6/2019,6/6/2019,12,99395,,,,,1,818.9,1,1817398960,6/6/2019,6/6/2019,2,99204,,,,,1,434.92,1,2747742614,6/6/2019,6/6/2019,12,99395,,,,,1,1189,1,1214955140,37-3217473,586-50-0380,6101.99,0,6101.99,"125 Hazelcrest Pass, Washington D.C., 20052","125 Hazelcrest Pass, Washington D.C., 20052",Noisy,Claim
820,MEDICAID,96v0f68e046w,Borer,Sybilla, ,4/23/1941,F,Borer,Sybilla, ,9197 Buena Vista Avenue,,Washington,D.C.,20013,202-792-5738,SELF,9197 Buena Vista Avenue,,Washington,D.C.,20013,202-792-5738,MARRIED,PART-TIME STUDENT,NO,NO,NO,9/21/2019,,,,B97.89,,,,9/21/2019,9/21/2019,11,99310,A2,MU,A1,,1,1844.09,1,2867882669,9/21/2019,9/21/2019,11,69210,67,19,F6,,1,842.55,1,1173434577,9/21/2019,9/21/2019,11,99232,3U,K1,YF,,1,1042.33,1,2292387037,9/21/2019,9/21/2019,2,99221,0C,62,YF,,1,764.03,1,1456122224,9/21/2019,9/21/2019,2,99215,S9,IB,57,,1,920.28,1,1018493702,9/21/2019,9/21/2019,12,99349,YP,0I,G6,,1,1460.6,1,2402879641,84-9292141,669-55-0234,6873.88,0,6873.88,"54027 Golden Leaf Hill, Washington D.C., 20054","54027 Golden Leaf Hill, Washington D.C., 20054",Noisy,Claim
821,MEDICAID,9r2n73dGtweG,Sute,Waylin, ,10/10/1982,M,Sute,Waylin, ,01441 Merrick Junction,SUITE 359,Washington,D.C.,20221,202-251-7822,SELF,01441 Merrick Junction,SUITE 359,Washington,D.C.,20221,202-251-7822,MARRIED,EMPLOYED,NO,YES,YES,10/12/2019,,,,J30.2,,U07.2,,10/12/2019,10/12/2019,2,96127,,,,,1,1763.34,1,1173953828,10/12/2019,10/12/2019,12,99233,,,,,1,848.95,1,2747742614,10/12/2019,10/12/2019,12,99203,,,,,1,1416.81,1,2747742614,10/12/2019,10/12/2019,11,93000,,,,,1,1539.89,1,2951611356,10/12/2019,10/12/2019,31,99310,,,,,1,1444.92,1,2047646400,10/12/2019,10/12/2019,12,99222,,,,,1,1510.14,1,2637980735,01-7538739,586-50-0380,8524.05,0,8524.05,"9070 Acker Hill, Washington D.C., 20055","9070 Acker Hill, Washington D.C., 20055",Noisy,Claim
822,MEDICAID,S5l8PT4b8566,Riccardini,Michel, ,7/13/1945,F,Riccardini,Michel, ,23 Commercial Street,APT 738,Washington,D.C.,20518,202-194-8925,SELF,23 Commercial Street,APT 738,Washington,D.C.,20518,202-194-8925,OTHER,FULL-TIME STUDENT,NO,NO,YES,6/16/2018,,,,J30.2,,,,6/16/2018,6/16/2018,11,96127,,,,,1,1735.38,1,1581560652,6/16/2018,6/16/2018,31,99395,,,,,1,1487.16,1,1327732647,6/16/2018,6/16/2018,2,99233,,,,,1,709.39,1,1173434577,6/16/2018,6/16/2018,11,99348,,,,,1,1641.2,1,1456122224,6/16/2018,6/16/2018,2,99309,,,,,1,1777.02,1,2637980735,6/16/2018,6/16/2018,31,99205,,,,,1,1491.95,1,2292387037,75-3425608,420-80-0280,8842.1,0,8842.1,"61 Pennsylvania Plaza, Washington D.C., 20058","61 Pennsylvania Plaza, Washington D.C., 20058",Noisy,Claim
823,MEDICAID,9oc6OMX09D63,Solon,Kellen, ,2/10/1956,F,Solon,Kellen, ,745 Sachs Lane,SUITE 834,Washington,D.C.,20339,202-451-8641,SELF,745 Sachs Lane,SUITE 834,Washington,D.C.,20339,202-451-8641,SINGLE,EMPLOYED,NO,NO,NO,1/11/2020,,,,R07.9 ,,,,1/11/2020,1/11/2020,2,93000,7C,5T,MD,,1,780.04,1,2810623947,1/11/2020,1/11/2020,2,81002,87,ZF,88,,1,1247.41,1,2303217404,1/11/2020,1/11/2020,21,99213,85,HW,QC,,1,807.02,1,1214955140,1/11/2020,1/11/2020,2,90471,7B,JK,QC,,1,650.03,1,1085601728,1/11/2020,1/11/2020,12,99306,I8,A1,B9,,1,781.78,1,1153393968,1/11/2020,1/11/2020,11,93000,6S,T0,MN,,1,1958.91,1,2374300175,24-2402041,844-54-2469,6225.19,0,6225.19,"763 Dunning Circle, Washington D.C., 20056","763 Dunning Circle, Washington D.C., 20056",Noisy,Claim
824,MEDICAID,K4626u17v1l3,Fockes,Avery, ,5/26/1983,M,Fockes,Avery, ,9 Sherman Park,UNIT 106,Washington,D.C.,20587,202-368-6965,SELF,9 Sherman Park,UNIT 106,Washington,D.C.,20587,202-368-6965,MARRIED,FULL-TIME STUDENT,NO,NO,NO,11/26/2018,,,,E11.9,,,,11/26/2018,11/26/2018,11,99221,,,,,1,970.42,1,2777193110,11/26/2018,11/26/2018,2,99310,,,,,1,976.76,1,2283062518,11/26/2018,11/26/2018,12,99348,,,,,1,1917.71,1,2107071811,11/26/2018,11/26/2018,12,99350,,,,,1,551.28,1,2777193110,11/26/2018,11/26/2018,21,99349,,,,,1,1117.34,1,1794634850,11/26/2018,11/26/2018,21,99214,,,,,1,495.23,1,2283062518,41-5336753,306-62-0543,6028.74,0,6028.74,"3 Ronald Regan Place, Washington D.C., 20050","3 Ronald Regan Place, Washington D.C., 20050",Noisy,Claim
825,MEDICAID,3Bhcv998o13J,Frampton,Marie, ,4/1/1985,F,Frampton,Marie, ,4005 Waywood Plaza,,Washington,D.C.,20417,202-819-7912,SELF,4005 Waywood Plaza,,Washington,D.C.,20417,202-819-7912,MARRIED,EMPLOYED,NO,NO,NO,3/4/2019,,,,U07.2,,,,3/4/2019,3/4/2019,31,99204,76,54,Z1,,1,1958.6,1,2141027533,3/4/2019,3/4/2019,11,99222,0R,2X,5T,,1,1445.5,1,2107071811,3/4/2019,3/4/2019,2,99306,7,UR,P8,,1,787.96,1,2747742614,3/4/2019,3/4/2019,11,99233,GO,71,P8,,1,1038.65,1,2525942599,3/4/2019,3/4/2019,2,99395,F3,N6,66,,1,1725.27,1,2951611356,3/4/2019,3/4/2019,12,99223,F2,FX,7,,1,1914.03,1,1581560652,67-5541477,690-09-9696,8870.01,0,8870.01,"4478 Sage Court, Washington D.C., 20055","4478 Sage Court, Washington D.C., 20055",Noisy,Claim
826,MEDICAID,4sPgx32VH7kX,Castanaga,Jerri, ,7/1/1987,M,Castanaga,Jerri, ,71285 Birchwood Terrace,,Washington,D.C.,20150,202-600-0345,SELF,71285 Birchwood Terrace,,Washington,D.C.,20150,202-600-0345,SINGLE,PART-TIME STUDENT,NO,NO,NO,5/11/2018,,,,R05,,R29.6,,5/11/2018,5/11/2018,31,99231,,,,,1,1132.08,1,1794634850,5/11/2018,5/11/2018,12,99232,,,,,1,1843.99,1,2283062518,5/11/2018,5/11/2018,11,99213,,,,,1,389.06,1,2107071811,5/11/2018,5/11/2018,21,99222,,,,,1,1211.83,1,1153393968,5/11/2018,5/11/2018,31,99212,,,,,1,1346.25,1,1900020073,5/11/2018,5/11/2018,21,99211,,,,,1,1770.23,1,1173953828,78-3126320,173-04-8402,7693.44,0,7693.44,"1 Schurz Junction, Washington D.C., 20060","1 Schurz Junction, Washington D.C., 20060",Noisy,Claim
827,MEDICAID,j887SY8Wfn6z,Solon,Kellen, ,2/10/1956,F,Solon,Kellen, ,745 Sachs Lane,SUITE 834,Washington,D.C.,20339,202-046-2329,SELF,745 Sachs Lane,SUITE 834,Washington,D.C.,20339,202-046-2329,OTHER,FULL-TIME STUDENT,NO,NO,NO,11/18/2019,,,,E11.9,,,,11/18/2019,11/18/2019,2,99213,26,KS,11,,1,309.36,1,1581560652,11/18/2019,11/18/2019,2,99233,4O,61,NJ,,1,489.73,1,2402879641,11/18/2019,11/18/2019,2,69210,6P,3N,Q5,,1,1006.76,1,1528997797,11/18/2019,11/18/2019,31,99223,SF,78,Q5,,1,1831.92,1,1581560652,11/18/2019,11/18/2019,31,99306,NK,M6,CS,,1,1365.03,1,1879008081,11/18/2019,11/18/2019,12,99349,7L,JK,ET,,1,1540.94,1,1153393968,20-4024610,844-54-2469,6543.74,0,6543.74,"1 Tennessee Place, Washington D.C., 20059","1 Tennessee Place, Washington D.C., 20059",Noisy,Claim
828,MEDICAID,BuK68ha34jjZ,Maylor,Ervin, ,7/4/1969,M,Maylor,Ervin, ,147 Clyde Gallagher Plaza,APT 500,Washington,D.C.,20269,202-980-2853,SELF,147 Clyde Gallagher Plaza,APT 500,Washington,D.C.,20269,202-980-2853,MARRIED,PART-TIME STUDENT,NO,NO,NO,6/29/2018,,,,U07.1,,,,6/29/2018,6/29/2018,21,99395,LK,15,GC,,1,839.09,1,2374300175,6/29/2018,6/29/2018,2,99205,C6,19,3H,,1,1536.92,1,1456122224,6/29/2018,6/29/2018,2,99222,YV,Z2,1C,,1,760.26,1,1173434577,6/29/2018,6/29/2018,11,99309,H2,UC,1C,,1,1096,1,2747742614,6/29/2018,6/29/2018,2,99203,46,H0,N8,,1,1196.45,1,1513476213,6/29/2018,6/29/2018,21,81002,35,P9,4V,,1,469.67,1,1581560652,97-4796803,346-68-8102,5898.39,0,5898.39,"1 Oakridge Center, Washington D.C., 20057","1 Oakridge Center, Washington D.C., 20057",Noisy,Claim
829,MEDICAID,828C04BT3WEg,Mosten,Emlen, ,1/17/1994,M,Mosten,Emlen, ,304 Granby Street,UNIT 286,Washington,D.C.,20540,202-765-6851,SELF,304 Granby Street,UNIT 286,Washington,D.C.,20540,202-765-6851,OTHER,FULL-TIME STUDENT,YES,YES,NO,7/11/2019,,,,E11.42,,,,7/11/2019,7/11/2019,2,96127,I3,,,,1,1548.12,1,1817398960,7/11/2019,7/11/2019,11,99232,21,,,,1,898.41,1,1018493702,7/11/2019,7/11/2019,11,99221,KK,,,,1,1134.94,1,1528997797,7/11/2019,7/11/2019,2,99205,26,,,,1,602.97,1,2374300175,7/11/2019,7/11/2019,2,69210,VN,,,,1,718.77,1,1879008081,7/11/2019,7/11/2019,11,81002,60,,,,1,307.44,1,1456122224,98-9312599,509-27-1900,5210.65,0,5210.65,"70 Tomscot Center, Washington D.C., 20054","70 Tomscot Center, Washington D.C., 20054",Noisy,Claim
830,MEDICAID,Haa85oC8WrMj,Amys,Davita, ,8/31/2018,F,Amys,Davita, ,1 Maple Court,UNIT 867,Washington,D.C.,20380,202-377-1788,SELF,1 Maple Court,UNIT 867,Washington,D.C.,20380,202-377-1788,OTHER,PART-TIME STUDENT,NO,NO,YES,10/6/2018,,,,J11.1,,,,10/6/2018,10/6/2018,11,99212,B2,XU,9F,,1,1833.29,1,1173434577,10/6/2018,10/6/2018,11,99231,93,U4,G2,,1,304.5,1,2747742614,10/6/2018,10/6/2018,21,99223,7K,K6,79,,1,878.59,1,2047646400,10/6/2018,10/6/2018,31,99205,VX,O7,79,,1,544.43,1,2747742614,10/6/2018,10/6/2018,11,99231,C4,IC,29,,1,1394.37,1,1214955140,10/6/2018,10/6/2018,31,99212,9O,D1,8S,,1,726.86,1,1900020073,76-8247625,207-86-3499,5682.04,0,5682.04,"5 Esker Junction, Washington D.C., 20059","5 Esker Junction, Washington D.C., 20059",Noisy,Claim
831,MEDICAID,un8HjXbJT5Lf,Martinie,Kelly, ,2/11/1951,F,Martinie,Kelly, ,72243 Mcbride Parkway,APT 236,Washington,D.C.,20466,202-141-7775,SELF,72243 Mcbride Parkway,APT 236,Washington,D.C.,20466,202-141-7775,MARRIED,EMPLOYED,NO,NO,NO,10/6/2019,,,,U07.1,,,,10/6/2019,10/6/2019,31,99203,SL,T3,PV,,1,1380.53,1,1018493702,10/6/2019,10/6/2019,31,99204,BO,3M,65,,1,1480.73,1,2951611356,10/6/2019,10/6/2019,12,93000,XI,Q8,A0,,1,451.57,1,1153393968,10/6/2019,10/6/2019,31,99204,L5,2H,A0,,1,828.91,1,1528997797,10/6/2019,10/6/2019,12,99215,20,L4,BF,,1,321.46,1,2283062518,10/6/2019,10/6/2019,21,99232,2Y,2D,8Q,,1,1217.25,1,2283062518,31-8615122,228-52-0222,5680.45,0,5680.45,"7418 Bashford Court, Washington D.C., 20055","7418 Bashford Court, Washington D.C., 20055",Noisy,Claim
832,MEDICAID,58Q221E6Ul7T,Domokos,Beatrice, ,12/11/1959,F,Domokos,Beatrice, ,150 Crowley Court,SUITE 466,Washington,D.C.,20514,202-606-1472,SELF,150 Crowley Court,SUITE 466,Washington,D.C.,20514,202-606-1472,SINGLE,EMPLOYED,NO,NO,YES,12/22/2019,,,,F31.9,,,,12/22/2019,12/22/2019,21,99232,,,,,1,997.7,1,1581560652,12/22/2019,12/22/2019,21,99349,,,,,1,1484.16,1,1327732647,12/22/2019,12/22/2019,2,99204,,,,,1,1272.84,1,2402879641,12/22/2019,12/22/2019,21,99233,,,,,1,355.73,1,1817398960,12/22/2019,12/22/2019,11,99232,,,,,1,515.32,1,2536050724,12/22/2019,12/22/2019,21,99348,,,,,1,765.2,1,1513476213,26-2898890,295-73-8840,5390.95,0,5390.95,"6 Sunnyside Point, Washington D.C., 20056","6 Sunnyside Point, Washington D.C., 20056",Noisy,Claim
833,MEDICAID,PRdAQcHV370Z,Shoard,Dorris, ,11/19/1952,F,Shoard,Dorris, ,53 Washington Center,,Washington,D.C.,20120,202-480-9105,SELF,53 Washington Center,,Washington,D.C.,20120,202-480-9105,SINGLE,EMPLOYED,NO,NO,NO,6/30/2020,5/13/2017,DC Health Practice,2525942599,J00,E78.00,,,6/30/2020,6/30/2020,12,99232,FO,91,PB,,1,1108.11,1,2292387037,6/30/2020,6/30/2020,12,99232,KK,G8,84,,1,982.73,1,2402879641,6/30/2020,6/30/2020,12,99231,AH,0G,T7,,1,1089.11,1,1794634850,6/30/2020,6/30/2020,12,99211,8,62,T7,,1,878.87,1,2402879641,6/30/2020,6/30/2020,11,99310,KY,65,P1,,1,405.35,1,2402879641,6/30/2020,6/30/2020,11,69210,82,XY,1K,,1,1084.75,1,2303217404,72-2363031,170-40-8499,5548.92,0,5548.92,"6117 Milwaukee Drive, Washington D.C., 20055","6117 Milwaukee Drive, Washington D.C., 20055",Noisy,Claim
834,MEDICAID,B58m3J4B0347,Mitchelson,Elga, ,2/28/1969,F,Mitchelson,Elga, ,687 Warner Parkway,APT 791,Washington,D.C.,20024,202-370-0377,SELF,687 Warner Parkway,APT 791,Washington,D.C.,20024,202-370-0377,SINGLE,PART-TIME STUDENT,NO,YES,NO,8/12/2019,,,,I50.32,,E78.00,,8/12/2019,8/12/2019,2,99203,,,,,1,522.85,1,1513476213,8/12/2019,8/12/2019,31,69210,,,,,1,472.53,1,1153393968,8/12/2019,8/12/2019,31,99203,,,,,1,1301.86,1,2265005859,8/12/2019,8/12/2019,12,99232,,,,,1,1167.61,1,2536050724,8/12/2019,8/12/2019,31,99310,,,,,1,695.88,1,1085601728,8/12/2019,8/12/2019,11,99222,,,,,1,1679.21,1,2951611356,58-8483155,155-84-9148,5839.94,0,5839.94,"873 Doe Crossing Street, Washington D.C., 20058","873 Doe Crossing Street, Washington D.C., 20058",Noisy,Claim
835,MEDICAID,645gtx19qJ43,Shalloe,Aleta, ,12/26/1998,F,Shalloe,Aleta, ,0508 Gerald Parkway,SUITE 602,Washington,D.C.,20173,202-104-5797,SELF,0508 Gerald Parkway,SUITE 602,Washington,D.C.,20173,202-104-5797,MARRIED,PART-TIME STUDENT,NO,NO,NO,2/5/2020,10/17/2015,Urgent Care Medical Associates,1794634850,K58.0,J00,R53.83,,2/5/2020,2/5/2020,2,99213,N3,85,1U,1Y,1,418.06,1,1173434577,2/5/2020,2/5/2020,12,99212,P3,N2,0O,73,1,926.34,1,1581560652,2/5/2020,2/5/2020,2,99213,I3,76,VQ,92,1,307.04,1,1581560652,2/5/2020,2/5/2020,21,99215,1M,RY,VQ,92,1,1083.35,1,1817398960,2/5/2020,2/5/2020,31,99203,XU,RW,YS,82,1,1690.64,1,2374300175,2/5/2020,2/5/2020,31,99223,LF,QD,53,AL,1,1754.35,1,1513476213,24-3704373,523-88-5361,6179.78,0,6179.78,"19417 Prairie Rose Place, Washington D.C., 20054","19417 Prairie Rose Place, Washington D.C., 20054",Noisy,Claim
836,MEDICAID,u1L1vbdW7383,Carrick,Rogerio, ,7/9/1972,M,Carrick,Rogerio, ,76071 Badeau Court,SUITE 943,Washington,D.C.,20479,202-409-0473,SELF,76071 Badeau Court,SUITE 943,Washington,D.C.,20479,202-409-0473,OTHER,PART-TIME STUDENT,NO,NO,NO,12/17/2018,,,,C34.90,,,,12/17/2018,12/17/2018,21,99306,GH,CG,99,,1,914.82,1,1173434577,12/17/2018,12/17/2018,21,99203,TY,5M,DN,,1,565.81,1,2141027533,12/17/2018,12/17/2018,2,99221,UV,OC,7C,,1,515.35,1,2374300175,12/17/2018,12/17/2018,12,90471,QS,RQ,7C,,1,1253.31,1,2747742614,12/17/2018,12/17/2018,11,93000,8Y,VY,5W,,1,302.06,1,1327732647,12/17/2018,12/17/2018,11,93000,78,N7,UU,,1,630.55,1,2637980735,25-1456056,669-55-4446,4181.9,0,4181.9,"36154 Goodland Road, Washington D.C., 20055","36154 Goodland Road, Washington D.C., 20055",Noisy,Claim
837,MEDICAID,49uPy08p4211,Slyme,Regina, ,7/27/1947,F,Slyme,Regina, ,296 Straubel Hill,APT 413,Washington,D.C.,20365,202-298-5838,SELF,296 Straubel Hill,APT 413,Washington,D.C.,20365,202-298-5838,SINGLE,PART-TIME STUDENT,NO,NO,NO,11/11/2018,,,,J30.2,,,,11/11/2018,11/11/2018,31,99214,,,,,1,955.79,1,2536050724,11/11/2018,11/11/2018,21,99306,,,,,1,732.42,1,1173953828,11/11/2018,11/11/2018,31,99309,,,,,1,1578.13,1,1879008081,11/11/2018,11/11/2018,21,99211,,,,,1,975.29,1,2536050724,11/11/2018,11/11/2018,21,99348,,,,,1,1158.87,1,2283062518,11/11/2018,11/11/2018,11,99211,,,,,1,1029.14,1,2283062518,65-4884868,247-16-2170,6429.64,0,6429.64,"96 Eliot Street, Washington D.C., 20058","96 Eliot Street, Washington D.C., 20058",Noisy,Claim
838,MEDICAID,9fu1FT2691hX,Willstrop,Josee, ,7/31/1984,F,Willstrop,Josee, ,784 Crest Line Alley,,Washington,D.C.,20433,202-911-2925,SELF,784 Crest Line Alley,,Washington,D.C.,20433,202-911-2925,OTHER,EMPLOYED,NO,NO,NO,4/27/2018,,,,J00,,R29.6,,4/27/2018,4/27/2018,21,99213,EH,80,8,L7,1,930.19,1,1085601728,4/27/2018,4/27/2018,21,99223,6R,8Z,SG,97,1,355.84,1,2777193110,4/27/2018,4/27/2018,12,99306,7O,65,63,9B,1,1851.53,1,2402879641,4/27/2018,4/27/2018,2,99215,9,UY,63,9B,1,1586.45,1,2867882669,4/27/2018,4/27/2018,2,99213,G6,GA,T9,W6,1,1688.09,1,2292387037,4/27/2018,4/27/2018,21,99309,33,3Y,BT,GV,1,1854.16,1,2951611356,30-9735991,521-82-3675,8266.26,0,8266.26,"2 Victoria Place, Washington D.C., 20056","2 Victoria Place, Washington D.C., 20056",Noisy,Claim
839,MEDICAID,15664a59n184,Carletto,Forster, ,12/7/1979,M,Carletto,Forster, ,138 Springview Street,APT 542,Washington,D.C.,20281,202-309-6081,SELF,138 Springview Street,APT 542,Washington,D.C.,20281,202-309-6081,OTHER,PART-TIME STUDENT,NO,NO,NO,4/12/2020,1/21/2017,Dr. Stevie Viles,1513476213,R07.9 ,C73,I10,,4/12/2020,4/12/2020,21,93000,40,9Q,3D,33,1,1273.77,1,1251486319,4/12/2020,4/12/2020,2,90688,27,4Z,P7,3J,1,1074.21,1,2283062518,4/12/2020,4/12/2020,31,99349,TW,11,2C,U4,1,1502.59,1,2777193110,4/12/2020,4/12/2020,31,90471,RH,1M,2C,U4,1,1720.09,1,2637980735,4/12/2020,4/12/2020,21,99204,4B,1P,F5,PE,1,1519.28,1,1327732647,4/12/2020,4/12/2020,31,69210,L2,30,5S,4L,1,1560.23,1,1251486319,24-4762967,422-13-0620,8650.17,0,8650.17,"24796 Badeau Avenue, Washington D.C., 20060","24796 Badeau Avenue, Washington D.C., 20060",Noisy,Claim
