RowID,OrderID,OrderDate,OrderPriority,OrderQuantity,Sales,Discount,ShipMode,Profit,UnitPrice,ShippingCost,CustomerID,Province,Region,CustomerSegment,ProductCategory,ProductSubCategory,ProductName,ProductContainer,ProductBaseMargin,ShippedDate
4253,30278,2009-09-30T00:00:00,Low,50,2860.93,0.03,Regular Air,832.62,65.99,5.26,Ionia McGrath,New Brunswick,Atlantic,Home Office,Technology,Telephones and Communication,8860,Small Box,0.56,2009-10-09T00:00:00
4302,30626,2011-04-25T00:00:00,Critical,23,220.82,0.1,Express Air,77.68,9.93,1.09,Nathan Mautz,New Brunswick,Atlantic,Corporate,Office Supplies,Pens & Art Supplies,Peel-Off China Markers,Wrap Bag,0.43,2011-04-26T00:00:00
4328,30851,2010-09-21T00:00:00,Low,16,336.29,0.08,Regular Air,-52.14,21.38,8.99,Emily Phan,New Brunswick,Atlantic,Consumer,Office Supplies,Pens & Art Supplies,Boston 1730 StandUp Electric Pencil Sharpener,Small Pack,0.59,2010-09-25T00:00:00
4452,31718,2010-11-27T00:00:00,Low,24,1390.6935,0.03,Regular Air,168.46,65.99,7.69,Nona Balk,New Brunswick,Atlantic,Corporate,Technology,Telephones and Communication,5190,Small Box,0.59,2010-12-01T00:00:00
4453,31718,2010-11-27T00:00:00,Low,20,1017.2885,0.1,Regular Air,-115.3,65.99,8.99,Nona Balk,New Brunswick,Atlantic,Corporate,Technology,Telephones and Communication,StarTAC Analog,Small Box,0.6,2010-12-04T00:00:00
4508,32070,2009-07-17T00:00:00,Medium,50,86.7,0.07,Regular Air,-185.34,1.76,4.86,Patrick Jones,New Brunswick,Atlantic,Home Office,Furniture,Office Furnishings,Regeneration Desk Collection,Small Box,0.41,2009-07-17T00:00:00
4871,34661,2010-01-20T00:00:00,Critical,26,864.16,0.09,Regular Air,-175.47,33.98,19.99,Nathan Mautz,New Brunswick,Atlantic,Corporate,Furniture,Office Furnishings,"Linden 12 Wall Clock With Oak Frame""""inden 12"" Wall Clock With """"nden 12"" Wall Clo""""den 12"" W""""en""",Small Box,0.55,2010-01-22T00:00:00
4886,34754,2012-06-04T00:00:00,Critical,16,623.35,0.03,Regular Air,235.51,37.94,5.08,Patrick Jones,New Brunswick,Atlantic,Home Office,Office Supplies,Paper,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",Wrap Bag,0.38,2012-06-06T00:00:00
4975,35392,2012-02-23T00:00:00,High,9,70.88,0.01,Regular Air,-50.2,6.48,9.68,Erin Mull,New Brunswick,Atlantic,Small Business,Office Supplies,Paper,Xerox 1993,Small Box,0.36,2012-02-23T00:00:00
5066,36103,2012-04-29T00:00:00,Critical,10,55.82,0.01,Regular Air,-28.85,4.82,5.72,Nathan Mautz,New Brunswick,Atlantic,Home Office,Furniture,Office Furnishings,Magna Visual Magnetic Picture Hangers,Small Pack,0.47,2012-05-01T00:00:00
5067,36103,2012-04-29T00:00:00,Critical,45,1335.316,0.03,Regular Air,701.66,35.99,0.99,Nathan Mautz,New Brunswick,Atlantic,Home Office,Technology,Telephones and Communication,Accessory31,Small Pack,0.35,2012-05-01T00:00:00
5221,37157,2010-02-20T00:00:00,High,39,213,0.01,Regular Air,-71.09,5.28,5.06,Nathan Mautz,New Brunswick,Atlantic,Home Office,Office Supplies,Paper,Astroparche Fine Business Paper,Small Box,0.37,2010-02-22T00:00:00
5368,38176,2010-08-15T00:00:00,High,39,231.08,0.01,Express Air,-79.08,5.28,5.57,Nathan Mautz,New Brunswick,Atlantic,Corporate,Office Supplies,Paper,Xerox 1981,Small Box,0.4,2010-08-16T00:00:00
5369,38176,2010-08-15T00:00:00,High,48,428.36,0.06,Express Air,74.75,9.11,2.25,Nathan Mautz,New Brunswick,Atlantic,Corporate,Office Supplies,Pens & Art Supplies,Dixon Ticonderoga Core-Lock Colored Pencils,Wrap Bag,0.52,2010-08-17T00:00:00
5424,38531,2011-12-05T00:00:00,Low,26,118.43,0.02,Express Air,11.96,4.2,2.26,Ionia McGrath,New Brunswick,Atlantic,Home Office,Office Supplies,Paper,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",Wrap Bag,0.36,2011-12-12T00:00:00
5704,40354,2009-01-03T00:00:00,High,29,172.51,0.03,Regular Air,12.55,5.58,2.99,Patrick Jones,New Brunswick,Atlantic,Home Office,Office Supplies,Binders and Binder Accessories,Avery Heavy-Duty EZD  Binder With Locking Rings,Small Box,0.37,2009-01-04T00:00:00
5705,40354,2009-01-03T00:00:00,High,4,698,0.09,Delivery Truck,-93.16,212.6,52.2,Patrick Jones,New Brunswick,Atlantic,Home Office,Furniture,Tables,Bush Advantage Collection Round Conference Table,Jumbo Box,0.64,2009-01-04T00:00:00
5748,40832,2010-03-29T00:00:00,High,22,447.23,0.03,Regular Air,122.78,20.24,6.67,Erin Mull,New Brunswick,Atlantic,Small Business,Furniture,Office Furnishings,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",Small Pack,0.49,2010-03-30T00:00:00
5865,41632,2010-12-01T00:00:00,Low,34,1541.458,0.05,Regular Air,-238.16,55.99,5,Patrick Jones,New Brunswick,Atlantic,Home Office,Technology,Telephones and Communication,Accessory36,Small Pack,0.83,2010-12-08T00:00:00
5897,41825,2009-08-22T00:00:00,Critical,43,3277.39,0.02,Regular Air,286.01,73.98,4,Patrick Gardner,New Brunswick,Atlantic,Consumer,Technology,Computer Peripherals,Keytronic 105-Key Spanish Keyboard,Small Box,0.77,2009-08-23T00:00:00
5976,42373,2011-08-17T00:00:00,Not Specified,11,127.32,0.1,Express Air,22.96,10.91,2.99,Emily Phan,New Brunswick,Atlantic,Consumer,Office Supplies,Binders and Binder Accessories,Heavy-Duty E-Z-D Binders,Small Box,0.38,2011-08-18T00:00:00
6277,44423,2012-07-29T00:00:00,Critical,39,248.64,0.08,Regular Air,-69.27,6.28,5.29,Nona Balk,New Brunswick,Atlantic,Corporate,Furniture,Office Furnishings,"Eldon 200 Class Desk Accessories, Burgundy",Small Box,0.43,2012-07-30T00:00:00
6447,45863,2010-09-19T00:00:00,Low,5,845.614,0.01,Express Air,-653.49,195.99,4.2,Patrick Jones,New Brunswick,Atlantic,Home Office,Technology,Telephones and Communication,688,Small Box,0.6,2010-09-23T00:00:00
6615,47078,2010-04-19T00:00:00,Medium,18,84.74,0.06,Regular Air,34.1,4.91,0.5,Karen Seio,New Brunswick,Atlantic,Consumer,Office Supplies,Labels,Avery 493,Small Box,0.36,2010-04-19T00:00:00
6616,47078,2010-04-19T00:00:00,Medium,43,279.83,0.01,Regular Air,77.04,6.04,2.14,Karen Seio,New Brunswick,Atlantic,Consumer,Office Supplies,Paper,"Adams Telephone Message Books, 5 1/4 x 11",Wrap Bag,0.38,2010-04-20T00:00:00
6617,47078,2010-04-19T00:00:00,Medium,20,98.57,0.07,Regular Air,-49.64,4.98,5.02,Karen Seio,New Brunswick,Atlantic,Consumer,Office Supplies,Paper,Xerox 1989,Small Box,0.38,2010-04-20T00:00:00
6703,47747,2011-11-21T00:00:00,High,40,102.15,0.03,Express Air,-138.51,2.08,5.33,Patrick Gardner,New Brunswick,Atlantic,Consumer,Furniture,Office Furnishings,Eldon Wave Desk Accessories,Small Box,0.43,2011-11-23T00:00:00
6710,47810,2011-08-14T00:00:00,Critical,3,19.57,0.02,Regular Air,-5.35,5.84,1.2,Ionia McGrath,New Brunswick,Atlantic,Home Office,Office Supplies,Pens & Art Supplies,Newell 312,Wrap Bag,0.55,2011-08-15T00:00:00
6861,48896,2009-10-28T00:00:00,Critical,43,856.9,0.02,Regular Air,106.93,18.97,9.54,Patrick Jones,New Brunswick,Atlantic,Home Office,Office Supplies,Paper,Xerox 1939,Small Box,0.37,2009-10-30T00:00:00
38,229,2010-12-28T00:00:00,Critical,24,599.1,0.02,Regular Air,3.82,24.92,12.98,Peter Fuller,Saskachewan,Prarie,Consumer,Office Supplies,Binders and Binder Accessories,GBC Standard Therm-A-Bind Covers,Small Box,0.39,2010-12-29T00:00:00
82,512,2011-05-19T00:00:00,Low,6,1309.53,0.06,Regular Air,19.18,218.08,18.06,Sam Craven,Saskachewan,Prarie,Home Office,Furniture,Chairs & Chairmats,"Lifetime Advantage Folding Chairs, 4/Carton",Large Box,0.57,2011-05-19T00:00:00
83,512,2011-05-19T00:00:00,Low,48,806.37,0.01,Express Air,-166.4,15.42,10.68,Sam Craven,Saskachewan,Prarie,Home Office,Office Supplies,Storage & Organization,"Decoflex Hanging Personal Folder File, Blue",Small Box,0.58,2011-05-21T00:00:00
197,1287,2009-07-04T00:00:00,High,39,3908.65,0.06,Regular Air,480.57,105.29,10.12,Mitch Willingham,Saskachewan,Prarie,Corporate,Furniture,Office Furnishings,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,Large Box,0.79,2009-07-06T00:00:00
277,1895,2009-05-29T00:00:00,Medium,5,41.25,0.02,Regular Air,-23.25,6.48,7.91,Mitch Willingham,Saskachewan,Prarie,Corporate,Office Supplies,Paper,Xerox 216,Small Box,0.37,2009-05-31T00:00:00
290,2023,2012-05-05T00:00:00,Low,4,294.89,0.09,Regular Air,-321.84,73.98,12.14,Sam Craven,Saskachewan,Prarie,Home Office,Technology,Computer Peripherals,Keytronic 105-Key Spanish Keyboard,Small Box,0.67,2012-05-05T00:00:00
291,2023,2012-05-05T00:00:00,Low,50,246.57,0.06,Regular Air,-132.51,4.98,5.49,Sam Craven,Saskachewan,Prarie,Home Office,Office Supplies,Paper,Xerox 1952,Small Box,0.38,2012-05-07T00:00:00
372,2593,2010-09-03T00:00:00,High,5,2004.12,0.1,Express Air,276.68,420.98,19.99,John Dryer,Saskachewan,Prarie,Corporate,Office Supplies,Binders and Binder Accessories,GBC DocuBind 200 Manual Binding Machine,Small Box,0.35,2010-09-05T00:00:00
373,2593,2010-09-03T00:00:00,High,15,3841.72,0.03,Delivery Truck,691.13,243.98,43.32,John Dryer,Saskachewan,Prarie,Corporate,Furniture,Chairs & Chairmats,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",Jumbo Drum,0.55,2010-09-04T00:00:00
501,3461,2010-01-30T00:00:00,Critical,47,2053.379,0.1,Regular Air,1040.4,55.99,1.25,Susan Gilcrest,Saskachewan,Prarie,Home Office,Technology,Telephones and Communication,Accessory32,Small Pack,0.35,2010-02-01T00:00:00
502,3461,2010-01-30T00:00:00,Critical,35,3206.3955,0.08,Regular Air,784.77,115.99,2.5,Susan Gilcrest,Saskachewan,Prarie,Home Office,Technology,Telephones and Communication,StarTAC 7797,Small Box,0.55,2010-02-01T00:00:00
517,3554,2011-06-16T00:00:00,Low,25,288.91,0.08,Regular Air,-14.06,12.28,6.47,Ken Heidel,Saskachewan,Prarie,Corporate,Office Supplies,Paper,Xerox 1881,Small Box,0.38,2011-06-25T00:00:00
610,4166,2010-02-27T00:00:00,Low,19,138.85,0.08,Regular Air,-49.35,7.1,6.05,Patrick Ryan,Saskachewan,Prarie,Corporate,Office Supplies,Binders and Binder Accessories,"Wilson Jones Hanging View Binder, White",Wrap Bag,0.51,2012-08-20T00:00:00
712,5059,2010-11-09T00:00:00,High,5,41.18,0.1,Express Air,-19.31,5.44,7.46,Randy Bradley,Saskachewan,Prarie,Small Business,Office Supplies,Binders and Binder Accessories,Wilson Jones Custom Binder Spines & Labels,Small Box,0.36,2010-11-11T00:00:00
730,5254,2012-07-25T00:00:00,Not Specified,31,1735.3515,0.08,Regular Air,258.62,65.99,8.99,William Brown,Saskachewan,Prarie,Corporate,Technology,Telephones and Communication,5180,Small Box,0.56,2012-07-27T00:00:00
784,5575,2011-07-23T00:00:00,Low,41,254.69,0.06,Regular Air,-269.37,5.98,10.39,Rick Hansen,Saskachewan,Prarie,Corporate,Office Supplies,Paper,Xerox 1895,Small Box,0.4,2011-07-23T00:00:00
823,5954,2012-12-02T00:00:00,Critical,32,18316.3,0.06,Delivery Truck,4569.06,596.98,14.7,Ken Heidel,Saskachewan,Prarie,Corporate,Technology,Office Machines,Epson FX-2180 Wide Format Dot Matrix Printer,Jumbo Drum,0.57,2012-12-04T00:00:00
840,6018,2012-08-18T00:00:00,Low,39,206.09,0,Regular Air,36.04,5.08,2.03,Toby Grace,Saskachewan,Prarie,Home Office,Furniture,Office Furnishings,Master Caster Door Stop,Small Box,0.39,2010-02-27T00:00:00
841,6018,2012-08-18T00:00:00,Low,2,124.25,0.07,Regular Air,-55.78,55.98,13.88,Toby Grace,Saskachewan,Prarie,Home Office,Office Supplies,Paper,Xerox 1882,Small Box,0.36,2012-08-23T00:00:00
881,6336,2011-08-28T00:00:00,High,43,320.26,0.01,Express Air,-84.13,7.1,6.05,Joseph Holt,Saskachewan,Prarie,Home Office,Office Supplies,Binders and Binder Accessories,"Wilson Jones Hanging View Binder, White",Small Box,0.65,2010-10-13T00:00:00
1037,7559,2010-10-12T00:00:00,Critical,9,90.37,0.05,Regular Air,-374.82,4.48,49,Patrick Ryan,Saskachewan,Prarie,Corporate,Office Supplies,Appliances,Hoover Portapower Portable Vacuum,Large Box,0.6,2010-10-14T00:00:00
1038,7559,2010-10-12T00:00:00,Critical,39,806.05,0.04,Regular Air,-63.39,20.95,5.99,Patrick Ryan,Saskachewan,Prarie,Corporate,Technology,Computer Peripherals,Fellowes Basic 104-Key Keyboard,Small Box,0.39,2011-08-30T00:00:00
1091,8007,2012-02-11T00:00:00,Low,35,3332.06,0.09,Regular Air,412.63,99.99,19.99,Maya Herman,Saskachewan,Prarie,Corporate,Technology,Office Machines,AT&T 2230 Dual Handset Phone With Caller ID/Call Waiting,Small Box,0.52,2012-02-11T00:00:00
1100,8070,2012-01-28T00:00:00,Medium,14,622.72,0,Regular Air,76.51,40.97,8.99,Rick Hansen,Saskachewan,Prarie,Home Office,Office Supplies,Pens & Art Supplies,Sanford 52201 APSCO Electric Pencil Sharpener,Small Pack,0.59,2012-01-29T00:00:00
1131,8259,2009-04-18T00:00:00,Medium,25,2130.22,0.09,Delivery Truck,-584.6,89.99,42,Peter Fuller,Saskachewan,Prarie,Consumer,Furniture,Chairs & Chairmats,"Global Leather Task Chair, Black",Jumbo Drum,0.66,2009-04-18T00:00:00
1180,8642,2010-01-16T00:00:00,High,26,151.05,0.09,Regular Air,-76.14,5.8,5.59,Patrick Ryan,Saskachewan,Prarie,Corporate,Office Supplies,Binders and Binder Accessories,Wilson Jones Snap Scratch Pad Binder Tool for Ring Binders,Small Box,0.4,2010-01-17T00:00:00
1181,8642,2010-01-16T00:00:00,High,13,133.04,0.04,Regular Air,49.69,10.35,0.99,Patrick Ryan,Saskachewan,Prarie,Corporate,Office Supplies,Labels,Avery 503,Small Box,0.37,2010-01-17T00:00:00
1200,8803,2012-12-20T00:00:00,Not Specified,6,1184.11,0.07,Regular Air,-145.07,193.17,19.99,William Brown,Saskachewan,Prarie,Corporate,Office Supplies,Storage & Organization,Fellowes Staxonsteel Drawer Files,Small Box,0.71,2012-12-21T00:00:00
1201,8803,2012-12-20T00:00:00,Not Specified,17,514.22,0.02,Regular Air,187.37,30.56,2.99,William Brown,Saskachewan,Prarie,Corporate,Office Supplies,Binders and Binder Accessories,Surelock Post Binders,Small Box,0.35,2012-12-23T00:00:00
1287,9383,2009-03-16T00:00:00,Not Specified,11,82.42,0.07,Regular Air,18.53,7.59,4,John Dryer,Saskachewan,Prarie,Corporate,Furniture,Office Furnishings,"Master Giant Foot Doorstop, Safety Yellow",Wrap Bag,0.42,2009-03-18T00:00:00
1418,10278,2011-09-12T00:00:00,Low,25,1907.71,0,Delivery Truck,32.55,70.98,26.74,Rick Hansen,Saskachewan,Prarie,Home Office,Furniture,Bookcases,"Hon Metal Bookcases, Black",Jumbo Box,0.6,2011-09-19T00:00:00
1515,10949,2009-03-30T00:00:00,Medium,46,3449.26,0.1,Delivery Truck,252.77,80.97,30.06,Ashley Jarboe,Saskachewan,Prarie,Small Business,Technology,Office Machines,Hewlett-Packard Deskjet 940 REFURBISHED Color Inkjet Printer,Jumbo Box,0.4,2009-03-31T00:00:00
1569,11335,2009-10-21T00:00:00,High,3,14.84,0.08,Regular Air,-2.42,4.98,0.49,Maya Herman,Saskachewan,Prarie,Corporate,Office Supplies,Labels,Avery White Multi-Purpose Labels,Small Box,0.39,2009-10-22T00:00:00
1570,11335,2009-10-21T00:00:00,High,8,922.47,0.09,Delivery Truck,-13.1,119.99,14,Maya Herman,Saskachewan,Prarie,Corporate,Technology,Office Machines,Epson C82 Color Inkjet Printer,Jumbo Drum,0.36,2009-10-23T00:00:00
1719,12355,2011-05-28T00:00:00,Not Specified,36,209.53,0.03,Regular Air,-81.06,5.78,5.67,Ken Heidel,Saskachewan,Prarie,Corporate,Office Supplies,Paper,Xerox 1978,Small Box,0.36,2011-05-29T00:00:00
1720,12355,2011-05-28T00:00:00,Not Specified,14,225.47,0,Regular Air,-29.07,14.97,7.51,Ken Heidel,Saskachewan,Prarie,Corporate,Office Supplies,Storage & Organization,Pizazz Global Quick File,Small Box,0.57,2011-05-29T00:00:00
1834,13127,2010-07-31T00:00:00,Medium,13,951.31,0.06,Delivery Truck,-333.07,68.81,60,Sam Craven,Saskachewan,Prarie,Home Office,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",Jumbo Drum,0.41,2010-08-03T00:00:00
2092,14978,2010-05-27T00:00:00,Critical,14,12043.88,0.07,Delivery Truck,2011.31,880.98,44.55,Randy Bradley,Saskachewan,Prarie,Corporate,Furniture,Bookcases,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",Jumbo Box,0.62,2010-05-28T00:00:00
2093,14978,2010-05-27T00:00:00,Critical,14,195.12,0,Regular Air,-6.32,13.48,4.51,Randy Bradley,Saskachewan,Prarie,Corporate,Office Supplies,Storage & Organization,"Tenex Personal Project File with Scoop Front Design, Black",Small Box,0.59,2010-05-28T00:00:00
2187,15751,2009-08-15T00:00:00,Critical,37,189.6,0.02,Regular Air,89.65,4.98,0.49,Maya Herman,Saskachewan,Prarie,Corporate,Office Supplies,Labels,Avery White Multi-Purpose Labels,Small Box,0.39,2009-08-16T00:00:00
2188,15751,2009-08-15T00:00:00,Critical,21,397.732,0.01,Regular Air,-26.05,20.99,0.99,Maya Herman,Saskachewan,Prarie,Corporate,Technology,Telephones and Communication,Accessory15,Small Pack,0.83,2009-08-16T00:00:00
2197,15815,2009-05-01T00:00:00,Critical,43,528.6,0.01,Regular Air,52.59,11.7,5.63,Mitch Willingham,Saskachewan,Prarie,Corporate,Office Supplies,Binders and Binder Accessories,Fellowes Binding Cases,Small Box,0.4,2009-05-03T00:00:00
2198,15815,2009-05-01T00:00:00,Critical,24,107.41,0.03,Regular Air,20.68,4.55,1.49,Mitch Willingham,Saskachewan,Prarie,Corporate,Office Supplies,Binders and Binder Accessories,Presstex Flexible Ring Binders,Small Box,0.35,2009-05-01T00:00:00
2322,16737,2011-06-20T00:00:00,Not Specified,15,1390.49,0.01,Regular Air,366.8,90.48,19.99,Toby Grace,Saskachewan,Prarie,Home Office,Office Supplies,Envelopes,Tyvek Side-Opening Peel & Seel Expanding Envelopes,Small Box,0.4,2011-06-21T00:00:00
2366,17124,2009-10-25T00:00:00,Critical,39,128.31,0.05,Express Air,-55.72,3.14,1.92,William Brown,Saskachewan,Prarie,Home Office,Office Supplies,"Scissors, Rulers and Trimmers",Serrated Blade or Curved Handle Hand Letter Openers,Wrap Bag,0.84,2009-10-26T00:00:00
2429,17666,2010-09-08T00:00:00,Medium,19,82.56,0.01,Regular Air,21.74,4,1.3,Sam Craven,Saskachewan,Prarie,Home Office,Office Supplies,Paper,EcoTones Memo Sheets,Wrap Bag,0.37,2010-09-10T00:00:00
2430,17666,2010-09-08T00:00:00,Medium,11,141.07,0.08,Regular Air,-5.1,12.98,3.14,Sam Craven,Saskachewan,Prarie,Home Office,Office Supplies,"Scissors, Rulers and Trimmers","Acme 8 Straight Scissors""""cme 8"" Straight Sc""""me 8"" Straig""""e 8"" St"""" 8""""""""",Small Pack,0.6,2010-09-08T00:00:00
2636,19075,2009-09-26T00:00:00,Critical,36,1841.6,0.01,Regular Air,12.95,50.98,6.5,Joseph Holt,Saskachewan,Prarie,Home Office,Technology,Computer Peripherals,Microsoft Natural Multimedia Keyboard,Small Box,0.73,2009-09-27T00:00:00
2927,21220,2012-12-22T00:00:00,Not Specified,4,476.31,0.07,Delivery Truck,-258.08,120.97,26.3,Rick Hansen,Saskachewan,Prarie,Home Office,Technology,Office Machines,Canon S750 Color Inkjet Printer,Jumbo Drum,0.38,2012-12-25T00:00:00
2991,21600,2010-04-04T00:00:00,Low,17,169.48,0.03,Regular Air,48.55,10.14,2.27,Ashley Jarboe,Saskachewan,Prarie,Home Office,Office Supplies,Paper,Staples Wirebound Steno Books,Wrap Bag,0.36,2010-04-11T00:00:00
3082,22117,2010-08-12T00:00:00,Critical,16,581.52,0.03,Express Air,175.16,35.44,7.5,Rick Hansen,Saskachewan,Prarie,Home Office,Office Supplies,Paper,Xerox 1906,Small Box,0.38,2010-08-13T00:00:00
3083,22117,2010-08-12T00:00:00,Critical,5,19.17,0.1,Regular Air,-16.42,3.28,3.97,Rick Hansen,Saskachewan,Prarie,Home Office,Office Supplies,Pens & Art Supplies,Newell 342,Wrap Bag,0.56,2010-08-15T00:00:00
3099,22211,2011-10-03T00:00:00,Not Specified,30,943.44,0.08,Regular Air,-89.98,30.98,19.99,Peter Fuller,Saskachewan,Prarie,Consumer,Office Supplies,Paper,Xerox 1988,Small Box,0.4,2011-10-05T00:00:00
3100,22211,2011-10-03T00:00:00,Not Specified,47,14493.84,0,Delivery Truck,634.76,376.13,85.63,Peter Fuller,Saskachewan,Prarie,Consumer,Furniture,Tables,Bretford Rectangular Conference Table Tops,Jumbo Box,0.74,2011-10-04T00:00:00
3119,22404,2010-11-16T00:00:00,Low,35,7264.64,0.06,Regular Air,1845.68,218.08,18.06,Joseph Holt,Saskachewan,Prarie,Home Office,Furniture,Chairs & Chairmats,"Lifetime Advantage Folding Chairs, 4/Carton",Large Box,0.57,2010-11-23T00:00:00
3266,23362,2010-08-27T00:00:00,Medium,45,852.05,0.1,Regular Air,-20.6,19.98,10.49,Randy Bradley,Saskachewan,Prarie,Small Business,Furniture,Office Furnishings,12-1/2 Diameter Round Wall Clock,Small Box,0.49,2010-08-29T00:00:00
3275,23399,2010-12-29T00:00:00,High,14,209.3,0.01,Express Air,7.86,13.48,4.51,Randy Bradley,Saskachewan,Prarie,Small Business,Office Supplies,Storage & Organization,"Tenex Personal Project File with Scoop Front Design, Black",Small Box,0.59,2010-12-29T00:00:00
3326,23781,2011-10-31T00:00:00,Critical,30,200.24,0,Regular Air,-59.85,6.48,5.84,Ashley Jarboe,Saskachewan,Prarie,Home Office,Office Supplies,Paper,Xerox 226,Small Box,0.37,2011-11-02T00:00:00
3332,23812,2012-07-27T00:00:00,Critical,32,5845.82,0.1,Delivery Truck,2227.89,200.97,15.59,Toby Grace,Saskachewan,Prarie,Home Office,Technology,Office Machines,Hewlett-Packard Deskjet 6122 Color Inkjet Printer,Jumbo Drum,0.36,2012-07-27T00:00:00
3399,24199,2009-06-16T00:00:00,Critical,16,706.53,0,Regular Air,-314.42,40.48,19.99,Randy Bradley,Saskachewan,Prarie,Small Business,Technology,Computer Peripherals,Keytronic Designer 104- Key Black Keyboard,Small Box,0.77,2009-06-17T00:00:00
3534,25155,2010-01-20T00:00:00,Low,48,1038.99,0,Regular Air,-180.45,19.94,14.87,John Dryer,Saskachewan,Prarie,Corporate,Furniture,Office Furnishings,Luxo Economy Swing Arm Lamp,Large Box,0.57,2010-01-27T00:00:00
3535,25155,2010-01-20T00:00:00,Low,17,114.01,0.08,Regular Air,6.99,6.69,3.1,John Dryer,Saskachewan,Prarie,Corporate,Office Supplies,Paper,"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",Wrap Bag,0.36,2010-01-27T00:00:00
3536,25155,2010-01-20T00:00:00,Low,3,30.37,0.01,Express Air,-1.74,4.98,5.49,John Dryer,Saskachewan,Prarie,Corporate,Office Supplies,Paper,Xerox 1952,Small Box,0.38,2010-01-25T00:00:00
3648,26084,2012-10-16T00:00:00,Low,33,228.82,0.03,Express Air,-107,6.68,7.3,Patrick Ryan,Saskachewan,Prarie,Corporate,Office Supplies,Paper,Xerox 1959,Small Box,0.37,2012-10-21T00:00:00
3654,26146,2009-10-11T00:00:00,Low,13,1351.76,0.03,Regular Air,107.31,104.65,18.93,John Dryer,Saskachewan,Prarie,Corporate,Office Supplies,Appliances,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",Small Box,0.58,2009-10-18T00:00:00
3655,26146,2009-10-11T00:00:00,Low,49,595.4,0.03,Regular Air,-148.85,11.66,7.95,John Dryer,Saskachewan,Prarie,Corporate,Office Supplies,Pens & Art Supplies,"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black",Small Pack,0.58,2009-10-20T00:00:00
3715,26529,2011-01-28T00:00:00,Low,41,12125.14,0.08,Delivery Truck,3376.03,297.64,14.7,Pauline Webber,Saskachewan,Prarie,Consumer,Technology,Office Machines,Panasonic KX-P3200 Dot Matrix Printer,Jumbo Drum,0.57,2011-02-01T00:00:00
3736,26693,2010-08-21T00:00:00,Medium,44,2094.978,0.06,Express Air,697.29,55.99,1.25,William Brown,Saskachewan,Prarie,Corporate,Technology,Telephones and Communication,Accessory2,Small Pack,0.55,2010-08-23T00:00:00
3775,26948,2011-11-22T00:00:00,High,38,273.89,0.05,Regular Air,-160.4,7.3,7.72,Matt Collister,Saskachewan,Prarie,Home Office,Office Supplies,Binders and Binder Accessories,"Angle-D Binders with Locking Rings, Label Holders",Small Box,0.38,2011-11-23T00:00:00
3777,26951,2010-04-08T00:00:00,Not Specified,3,451.81,0.05,Regular Air,-318.59,150.98,13.99,Kean Takahito,Saskachewan,Prarie,Home Office,Technology,Office Machines,Canon MP41DH Printing Calculator,Medium Box,0.38,2010-04-09T00:00:00
3812,27141,2010-02-04T00:00:00,Not Specified,25,495.8,0.03,Regular Air,107.82,19.04,6.38,Patrick Ryan,Saskachewan,Prarie,Corporate,Furniture,Office Furnishings,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",Small Box,0.56,2010-02-05T00:00:00
3813,27141,2010-02-04T00:00:00,Not Specified,28,1645.51,0.06,Regular Air,300.34,59.76,9.71,Patrick Ryan,Saskachewan,Prarie,Corporate,Office Supplies,Storage & Organization,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",Small Box,0.57,2010-02-05T00:00:00
3832,27302,2012-09-12T00:00:00,Low,16,237.54,0.04,Regular Air,29.76,13.79,8.78,Maya Herman,Saskachewan,Prarie,Corporate,Furniture,Office Furnishings,9-3/4 Diameter Round Wall Clock,Small Box,0.43,2012-09-12T00:00:00
3833,27302,2012-09-12T00:00:00,Low,3,143.5,0.08,Regular Air,-27.51,48.91,5.81,Maya Herman,Saskachewan,Prarie,Corporate,Office Supplies,Paper,Xerox 1891,Small Box,0.38,2012-09-12T00:00:00
3843,27426,2010-02-23T00:00:00,Low,41,438.66,0.01,Regular Air,58.86,9.99,4.78,William Brown,Saskachewan,Prarie,Home Office,Office Supplies,Paper,Xerox 1896,Small Box,0.4,2010-02-25T00:00:00
3844,27426,2010-02-23T00:00:00,Low,32,416.99,0.02,Express Air,-93.62,12.88,4.59,William Brown,Saskachewan,Prarie,Home Office,Office Supplies,"Scissors, Rulers and Trimmers",Martin-Yale Premier Letter Opener,Wrap Bag,0.82,2010-03-02T00:00:00
3898,27810,2010-01-28T00:00:00,High,32,216.51,0.02,Express Air,109.29,6.3,0.5,Julia Dunbar,Saskachewan,Prarie,Consumer,Office Supplies,Labels,Avery 51,Small Box,0.39,2010-01-30T00:00:00
